,id,age,dietary considerations,state,user agent
482,60,54,[],Queensland,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/19.0.891.0 Safari/532.0"
372,937,42,['lactose intolerant'],South Australia,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/53.0.862.0 Safari/532.2"
182,298,21,"['lactose intolerant', 'none']",Northern Territory,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/37.0.868.0 Safari/533.1"
912,496,105,['vegetarian'],Tasmania,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/17.0.823.0 Safari/534.1"
722,959,82,[],Tasmania,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/26.0.863.0 Safari/534.2"
498,997,55,[],Northern Territory,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/31.0.876.0 Safari/535.2"
788,41,91,[],New South Wales,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/59.0.892.0 Safari/536.1"
333,705,36,[],Northern Territory,Mozilla/5.0 (Windows NT 6.1; hy-AM; rv:1.9.2.20) Gecko/2019-07-28 11:50:45 Firefox/15.0
40,903,5,[],Northern Territory,Mozilla/5.0 (Windows NT 6.1; mt-MT; rv:1.9.0.20) Gecko/2013-08-07 00:25:38 Firefox/3.6.6
980,560,114,[],South Australia,Mozilla/5.0 (Windows NT 6.1; nhn-MX; rv:1.9.2.20) Gecko/2017-10-10 06:58:20 Firefox/3.8
733,744,83,"['none', 'vegetarian']",New South Wales,Mozilla/5.0 (Windows NT 6.1; pt-PT; rv:1.9.0.20) Gecko/2017-04-08 06:45:49 Firefox/3.6.14
331,114,36,[],New South Wales,Mozilla/5.0 (Windows NT 6.1; ss-ZA; rv:1.9.1.20) Gecko/2016-06-16 10:36:41 Firefox/3.6.17
55,542,7,"['lactose intolerant', 'lactose intolerant']",South Australia,Mozilla/5.0 (Windows NT 6.1; szl-PL; rv:1.9.0.20) Gecko/2020-10-17 08:23:44 Firefox/3.8
834,137,98,"['nut allergy', 'lactose intolerant']",Tasmania,Mozilla/5.0 (Windows NT 6.1; tr-TR; rv:1.9.2.20) Gecko/2012-02-08 16:01:44 Firefox/13.0
888,9,103,"['nut allergy', 'celiac']",Queensland,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/42.0.899.0 Safari/535.1"
45,597,6,[],Queensland,Mozilla/5.0 (Windows NT 6.2; fr-LU; rv:1.9.2.20) Gecko/2017-05-06 10:48:40 Firefox/5.0
275,684,29,['celiac'],Queensland,Mozilla/5.0 (Windows NT 6.2; ku-TR; rv:1.9.0.20) Gecko/2015-02-20 18:41:56 Firefox/3.8
153,902,17,[],Queensland,Mozilla/5.0 (Windows NT 6.2; szl-PL; rv:1.9.0.20) Gecko/2016-07-30 23:26:49 Firefox/4.0
443,305,50,[],Victoria,Mozilla/5.0 (Windows NT 6.2; zu-ZA; rv:1.9.1.20) Gecko/2013-12-19 01:43:09 Firefox/3.6.18
545,783,61,"['lactose intolerant', 'vegan']",Victoria,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/53.0.878.0 Safari/531.0"
548,134,62,"['vegan', 'vegetarian']",Australian Capital Territory,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/36.0.824.0 Safari/533.2"
765,118,88,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.837.0 Safari/536.2"
871,634,101,['none'],South Australia,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.14.6 (KHTML, like Gecko) Version/5.0.1 Safari/532.14.6"
915,693,105,"['none', 'none']",New South Wales,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.32.1 (KHTML, like Gecko) Version/4.0.4 Safari/532.32.1"
522,637,58,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.15.1"
985,195,115,['none'],Victoria,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.43.6 (KHTML, like Gecko) Version/5.0.1 Safari/533.43.6"
140,973,15,['celiac'],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.47.2 (KHTML, like Gecko) Version/4.0 Safari/533.47.2"
979,431,114,[],Northern Territory,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.5.3 (KHTML, like Gecko) Version/5.0.4 Safari/531.5.3"
784,227,90,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.17.2 (KHTML, like Gecko) Version/5.0.4 Safari/533.17.2"
485,354,54,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.3.4 (KHTML, like Gecko) Version/5.0 Safari/533.3.4"
394,631,45,"['nut allergy', 'vegan']",Victoria,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.19.4 (KHTML, like Gecko) Version/4.0.1 Safari/534.19.4"
742,52,85,['celiac'],South Australia,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.28.7 (KHTML, like Gecko) Version/5.0 Safari/534.28.7"
404,728,46,"['vegan', 'celiac']",South Australia,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.31.6 (KHTML, like Gecko) Version/5.1 Safari/534.31.6"
290,348,31,"['vegetarian', 'celiac']",Victoria,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.5.3 (KHTML, like Gecko) Version/5.1 Safari/534.5.3"
648,37,74,[],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.7.5 (KHTML, like Gecko) Version/5.0.2 Safari/534.7.5"
897,718,103,"['celiac', 'vegan']",Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.1.7 (KHTML, like Gecko) Version/4.0 Safari/535.1.7"
882,724,102,"['none', 'celiac']",Victoria,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.23.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.23.6"
461,927,51,['none'],Victoria,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.7.4 (KHTML, like Gecko) Version/5.0 Safari/535.7.4"
136,467,15,[],Tasmania,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.17.1 (KHTML, like Gecko) Version/4.1 Safari/531.17.1"
879,571,102,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.45.7 (KHTML, like Gecko) Version/5.1 Safari/531.45.7"
456,517,51,['nut allergy'],Victoria,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.5.7 (KHTML, like Gecko) Version/4.1 Safari/531.5.7"
320,483,34,[],Queensland,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.16.3 (KHTML, like Gecko) Version/4.0.2 Safari/532.16.3"
570,824,64,[],Tasmania,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.8.3 (KHTML, like Gecko) Version/5.0.2 Safari/532.8.3"
32,286,5,['none'],Tasmania,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.27.6 (KHTML, like Gecko) Version/5.0.4 Safari/533.27.6"
592,271,68,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/5.0.4 Safari/533.31.2"
977,964,113,['lactose intolerant'],Queensland,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.47.3 (KHTML, like Gecko) Version/5.0 Safari/533.47.3"
155,962,17,"['celiac', 'vegan']",New South Wales,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.27.5 (KHTML, like Gecko) Version/4.0 Safari/534.27.5"
895,643,103,[],Victoria,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.10.5 (KHTML, like Gecko) Version/5.0.3 Safari/535.10.5"
772,770,88,['none'],Queensland,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.22.5 (KHTML, like Gecko) Version/5.1 Safari/535.22.5"
213,638,24,['none'],Queensland,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.17.1 (KHTML, like Gecko) Version/4.0.4 Safari/535.17.1"
672,504,77,[],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.45.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.45.3"
578,14,66,['lactose intolerant'],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.41.6 (KHTML, like Gecko) Version/4.1 Safari/531.41.6"
774,915,88,"['lactose intolerant', 'vegan']",Queensland,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.42.7 (KHTML, like Gecko) Version/5.0.2 Safari/531.42.7"
292,430,31,['celiac'],New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.8.7 (KHTML, like Gecko) Version/4.0 Safari/531.8.7"
636,203,73,"['nut allergy', 'none']",New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.19.1 (KHTML, like Gecko) Version/5.1 Safari/532.19.1"
294,463,31,"['celiac', 'vegetarian']",Tasmania,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.47.1 (KHTML, like Gecko) Version/4.0.5 Safari/532.47.1"
54,428,7,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.18.4 (KHTML, like Gecko) Version/4.0 Safari/534.18.4"
770,422,88,[],Queensland,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.25.1 (KHTML, like Gecko) Version/5.0 Safari/534.25.1"
540,57,61,[],South Australia,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.28.1 (KHTML, like Gecko) Version/4.0.3 Safari/534.28.1"
669,270,77,[],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.35.2 (KHTML, like Gecko) Version/5.1 Safari/535.35.2"
813,207,95,['vegetarian'],Queensland,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.41.3 (KHTML, like Gecko) Version/4.0 Safari/532.41.3"
5,782,1,"['celiac', 'none']",New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.13.2 (KHTML, like Gecko) Version/4.0.4 Safari/534.13.2"
921,259,106,['vegetarian'],Northern Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.5.5 (KHTML, like Gecko) Version/5.1 Safari/534.5.5"
683,551,78,[],Victoria,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.24.4 (KHTML, like Gecko) Version/4.0 Safari/535.24.4"
802,721,93,['celiac'],Queensland,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.12.7"
211,523,24,"['celiac', 'celiac']",Western Australia,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.9.5 (KHTML, like Gecko) Version/5.1 Safari/532.9.5"
527,360,59,"['celiac', 'lactose intolerant']",Victoria,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/4.0.2 Safari/533.3.1"
836,179,98,[],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.43.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.43.2"
428,846,48,"['lactose intolerant', 'celiac']",Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.10.4 (KHTML, like Gecko) Version/5.1 Safari/531.10.4"
340,17,38,['lactose intolerant'],Queensland,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.16.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.16.7"
991,935,115,[],Northern Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.14.5 (KHTML, like Gecko) Version/4.0 Safari/532.14.5"
492,155,55,"['vegetarian', 'none']",Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.37.5 (KHTML, like Gecko) Version/4.0 Safari/532.37.5"
992,968,115,[],Western Australia,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.9.5 (KHTML, like Gecko) Version/5.0.1 Safari/533.9.5"
547,80,62,['vegan'],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.28.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.28.5"
176,546,20,"['celiac', 'celiac']",New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.1.5 (KHTML, like Gecko) Version/4.0.1 Safari/533.1.5"
934,453,108,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.47.7 (KHTML, like Gecko) Version/4.1 Safari/533.47.7"
695,508,79,['vegan'],Tasmania,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.8.5 (KHTML, like Gecko) Version/4.0 Safari/534.8.5"
426,552,48,[],South Australia,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.26.2 (KHTML, like Gecko) Version/4.1 Safari/535.26.2"
536,651,60,['none'],Tasmania,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.34.4 (KHTML, like Gecko) Version/5.0 Safari/531.34.4"
534,555,60,['lactose intolerant'],Australian Capital Territory,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.29.7 (KHTML, like Gecko) Version/4.1 Safari/532.29.7"
763,745,87,"['celiac', 'vegan']",South Australia,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.2.6 (KHTML, like Gecko) Version/4.0.4 Safari/531.2.6"
286,792,30,['nut allergy'],Western Australia,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.28.2 (KHTML, like Gecko) Version/5.1 Safari/532.28.2"
755,148,86,[],New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.41.4 (KHTML, like Gecko) Version/4.0 Safari/531.41.4"
209,459,24,['none'],New South Wales,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.25.7 (KHTML, like Gecko) Version/5.0.5 Safari/532.25.7"
501,335,56,"['none', 'vegetarian']",Tasmania,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-08-26 17:25:22 Firefox/3.6.12
167,750,19,[],Western Australia,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2011-11-14 00:50:53 Firefox/7.0
50,56,7,"['celiac', 'vegan']",South Australia,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-07-15 04:11:46 Firefox/3.8
927,216,107,"['lactose intolerant', 'nut allergy']",Queensland,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-08-15 12:46:35 Firefox/5.0
305,839,32,[],New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2014-04-22 23:49:59 Firefox/3.8
48,891,6,"['celiac', 'none']",South Australia,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2015-05-26 22:11:51 Firefox/3.6.2
706,478,81,"['vegetarian', 'celiac']",Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2015-09-22 19:19:19 Firefox/3.8
506,159,57,"['vegetarian', 'none']",New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2018-03-26 15:06:57 Firefox/6.0
624,34,71,"['lactose intolerant', 'vegetarian']",Australian Capital Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-06-12 16:55:15 Firefox/3.8
299,993,31,"['celiac', 'nut allergy']",Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-10-21 10:49:12 Firefox/14.0
144,43,17,"['none', 'vegan']",New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2013-07-15 03:58:17 Firefox/3.6.12
944,19,109,[],Queensland,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2013-09-22 04:04:29 Firefox/3.8
232,516,26,['vegan'],Australian Capital Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2014-09-15 00:27:44 Firefox/3.6.20
185,537,21,"['vegetarian', 'lactose intolerant']",Tasmania,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-02-02 07:27:10 Firefox/3.6.11
673,545,77,"['celiac', 'vegan']",South Australia,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2017-10-18 11:44:33 Firefox/3.8
430,111,49,[],Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2017-12-23 15:35:59 Firefox/3.6.12
295,499,31,[],Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2018-02-07 17:02:46 Firefox/8.0
816,670,95,"['vegetarian', 'vegetarian']",Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2019-11-04 22:48:46 Firefox/6.0
782,86,90,[],New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2020-01-27 21:14:21 Firefox/3.8
689,225,79,"['vegan', 'none']",Queensland,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-08-04 11:04:59 Firefox/3.8
445,400,50,[],Queensland,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-01-30 03:53:51 Firefox/3.6.18
112,414,12,"['vegan', 'vegan']",New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-11-26 22:41:00 Firefox/11.0
982,813,114,[],Northern Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-10-03 19:16:23 Firefox/3.8
57,932,7,"['lactose intolerant', 'vegan']",Tasmania,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-12-01 19:35:26 Firefox/3.6.10
849,104,99,['nut allergy'],South Australia,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-08-04 22:47:23 Firefox/8.0
516,176,58,"['none', 'celiac']",New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-12-19 16:11:40 Firefox/11.0
533,119,60,[],Victoria,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2018-03-16 23:50:06 Firefox/15.0
271,541,29,['nut allergy'],New South Wales,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2018-09-30 11:15:02 Firefox/3.6.18
157,300,18,['lactose intolerant'],Australian Capital Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2018-11-23 13:30:55 Firefox/3.6.13
78,734,9,['vegetarian'],Australian Capital Territory,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2020-05-09 23:41:16 Firefox/3.6.4
150,759,17,[],Queensland,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/20.0.835.0 Safari/531.0"
73,165,9,"['none', 'vegan']",Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.841.0 Safari/531.0"
759,265,87,"['celiac', 'lactose intolerant']",Queensland,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/18.0.841.0 Safari/531.2"
172,282,20,"['vegan', 'none']",Queensland,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/57.0.848.0 Safari/531.2"
839,344,98,['none'],New South Wales,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/14.0.802.0 Safari/532.0"
80,992,9,[],Queensland,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/18.0.801.0 Safari/532.0"
138,698,15,[],Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/32.0.867.0 Safari/532.0"
385,785,44,"['nut allergy', 'celiac']",Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/34.0.821.0 Safari/532.2"
752,954,85,[],South Australia,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.878.0 Safari/532.2"
414,730,47,[],Northern Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/33.0.855.0 Safari/533.1"
581,667,66,"['none', 'vegetarian']",Queensland,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/40.0.836.0 Safari/534.0"
791,608,91,['vegetarian'],Western Australia,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/29.0.845.0 Safari/534.1"
184,534,21,[],Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.810.0 Safari/534.2"
10,130,2,[],Northern Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/29.0.827.0 Safari/535.0"
75,446,9,[],Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/17.0.892.0 Safari/535.1"
146,407,17,[],New South Wales,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/25.0.841.0 Safari/535.1"
95,49,11,['vegetarian'],South Australia,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/18.0.858.0 Safari/535.2"
745,306,85,['nut allergy'],New South Wales,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.823.0 Safari/535.2"
638,255,73,['vegetarian'],Australian Capital Territory,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/48.0.852.0 Safari/536.1"
118,199,13,"['lactose intolerant', 'nut allergy']",Western Australia,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2017-09-04 16:04:11 Firefox/3.8
493,399,55,['nut allergy'],Queensland,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2017-09-05 06:58:40 Firefox/3.6.17
599,736,68,"['lactose intolerant', 'lactose intolerant']",Victoria,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2017-09-12 11:23:50 Firefox/3.8
692,334,79,['none'],Victoria,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-09-25 11:11:59 Firefox/14.0
667,240,77,['celiac'],Australian Capital Territory,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-04-23 09:08:24 Firefox/3.8
823,297,96,"['nut allergy', 'vegetarian']",Northern Territory,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-05-08 05:15:47 Firefox/3.8
409,44,47,"['nut allergy', 'vegan']",Queensland,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2018-06-11 05:50:12 Firefox/3.8
46,773,6,[],South Australia,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2018-08-10 06:56:33 Firefox/4.0
37,614,5,"['celiac', 'none']",Tasmania,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2019-01-10 09:43:11 Firefox/8.0
89,733,10,[],Northern Territory,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2020-09-06 12:25:33 Firefox/3.6.17
100,659,11,"['none', 'none']",New South Wales,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-05-24 02:02:45 Firefox/12.0
661,153,76,"['vegan', 'vegetarian']",Victoria,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-12-11 15:33:22 Firefox/3.6.17
947,451,109,['vegetarian'],Western Australia,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-05-20 14:06:54 Firefox/3.8
972,629,113,"['none', 'lactose intolerant']",Queensland,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2017-08-20 00:45:24 Firefox/3.8
678,230,78,[],Victoria,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2018-01-12 15:38:48 Firefox/3.8
235,764,26,"['none', 'lactose intolerant']",Queensland,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2018-10-15 21:21:32 Firefox/3.6.6
124,141,14,"['celiac', 'celiac']",South Australia,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2020-03-01 09:28:54 Firefox/3.8
227,7,26,[],Western Australia,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2020-05-15 07:37:55 Firefox/3.8
148,493,17,['none'],South Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/16.0.870.0 Safari/531.0"
532,53,60,[],Northern Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/38.0.887.0 Safari/532.0"
187,208,22,[],South Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/17.0.811.0 Safari/532.1"
28,24,4,[],South Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/24.0.814.0 Safari/532.1"
845,628,98,"['nut allergy', 'lactose intolerant']",Victoria,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/37.0.809.0 Safari/533.2"
392,375,45,[],South Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/57.0.881.0 Safari/533.2"
603,239,69,"['lactose intolerant', 'vegan']",Tasmania,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/59.0.831.0 Safari/533.2"
452,944,50,['vegetarian'],Australian Capital Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/25.0.821.0 Safari/534.0"
937,751,108,['vegetarian'],Northern Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/27.0.873.0 Safari/534.2"
